ListingId	ListingDate	SaleDate	SaleAmount	Slug
173263346	2017-01-09 19:56:41	2000-01-01	$723,000	ginninderra-estate-act-2615?tid=173263346
179044466	2017-04-21 08:17:48	2000-01-01	$705,000	cirrus-2-bedroom-belconnen-act-2617?tid=179044466
173989684	2017-06-21 22:11:52	2000-01-01	$811,000	watson-act-2602?tid=173989684
174095677	2017-08-02 03:22:00	2020-03-20	$1,210,000	18-lane-poole-place-yarralumla-canberra-174095677
174181915	2017-08-08 02:52:12	2000-01-01	$165,000	unit-20-45-eggleston-crescent-chifley-act-2606
174248996	2017-08-30 05:41:51	2020-04-15	$288,000	10-35-tay-street-watson-canberra-174248996
174295635	2017-09-06 03:55:51	2020-04-06	$390,000	ivy-1-bedroom-15-irving-street-woden-canberra-174295635
178057208	2017-09-13 06:29:46	2020-03-11	$659,900	evergreen-4-bedroom-townhouse-coombs-canberra-178057208
178133421	2017-10-11 22:58:25	2020-03-27	$329,900	lumi-collection-1-bedroom-gungahlin-canberra-178133421
174470876	2017-10-17 13:00:00	2020-04-08	By Negotiation	2-49-medley-street-chifley-canberra-174470876
